################
### Dynasty dynasty_adarfiruzen
################

lineofadarfiruzen1 = {
	name = Ramisht
	diplomacy = 2
	martial = 2
	stewardship = 10
	intrigue = 2
	learning = 3
	prowess = 3

	trait = vengeful
	trait = gluttonous
	trait = patient
	trait = education_stewardship_2

	6905.11.01 = {
	    birth = yes
	}
	6984.09.18 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez47 = {
	name = Abadard
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez37
	mother = lineoftarimez43

	sexuality = heterosexual

	diplomacy = 7
	martial = 6
	stewardship = 6
	intrigue = 1
	learning = 3
	prowess = 3

	trait = sadistic
	trait = vengeful
	trait = greedy
	trait = education_martial_3

	6919.09.25 = {
	    birth = yes
	}
	6935.11.25 = {  # Married at age 16
	    add_spouse = lineofmentarez58
	}
	7013.05.28 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez48 = {
	name = Rakhoh
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez42
	mother = lineofmentarez53

	sexuality = heterosexual

	diplomacy = 3
	martial = 1
	stewardship = 5
	intrigue = 5
	learning = 3
	prowess = 8

	trait = compassionate
	trait = fickle
	trait = wrathful
	trait = education_intrigue_4

	6919.07.16 = {
	    birth = yes
	}
	6936.09.04 = {  
	    death = { death_reason = death_ill }
	}
}

lineoftarimez49 = {
	name = Shirinbanu
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez39
	mother = lineofmentarez45

	sexuality = heterosexual

	diplomacy = 4
	martial = 7
	stewardship = 6
	intrigue = 6
	learning = 4
	prowess = 8

	trait = zealous
	trait = eccentric
	trait = shy
	trait = education_martial_4

	6920.06.18 = {
	    birth = yes
	}
	6993.01.18 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez50 = {
	name = Sahi
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez37
	mother = lineoftarimez43

	sexuality = heterosexual

	diplomacy = 3
	martial = 3
	stewardship = 1
	intrigue = 2
	learning = 6
	prowess = 4

	trait = diligent
	trait = cynical
	trait = gluttonous
	trait = education_diplomacy_2

	6920.02.23 = {
	    birth = yes
	}
	7001.06.28 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez51 = {
	name = Banudadhush
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez42
	mother = lineofmentarez53

	sexuality = heterosexual

	diplomacy = 3
	martial = 5
	stewardship = 1
	intrigue = 2
	learning = 6
	prowess = 5

	trait = gluttonous
	trait = just
	trait = wrathful
	trait = education_martial_4

	6920.06.23 = {
	    birth = yes
	}
	7006.08.26 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez52 = {
	name = Mahyar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez40
	mother = lineofmentarez54

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 1
	intrigue = 5
	learning = 9
	prowess = 5

	trait = compassionate
	trait = vengeful
	trait = lazy
	trait = education_martial_2

	6920.03.13 = {
	    birth = yes
	}
	6939.01.08 = {  # Married at age 18
	    add_spouse = lineofesrecarzen39
	}
	6996.08.16 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez53 = {
	name = Spityur
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez39
	mother = lineofmentarez45

	sexuality = heterosexual

	diplomacy = 4
	martial = 1
	stewardship = 7
	intrigue = 8
	learning = 5
	prowess = 2

	trait = gregarious
	trait = forgiving
	trait = greedy
	trait = education_diplomacy_4

	6921.09.28 = {
	    birth = yes
	}
	6943.06.07 = {  # Married at age 21
	    add_spouse = lineoftarimez61
	}
	7013.05.26 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez54 = {
	name = Bahramdad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez37
	mother = lineoftarimez43

	sexuality = heterosexual

	diplomacy = 6
	martial = 3
	stewardship = 6
	intrigue = 4
	learning = 4
	prowess = 4

	trait = forgiving
	trait = gregarious
	trait = cynical
	trait = education_diplomacy_2

	6921.12.15 = {
	    birth = yes
	}
	6944.06.04 = {  # Married at age 22
	    add_spouse = lineofmentarez61
	}
	7007.03.16 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez55 = {
	name = Farhad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez42
	mother = lineofmentarez53

	sexuality = heterosexual

	diplomacy = 4
	martial = 3
	stewardship = 10
	intrigue = 5
	learning = 6
	prowess = 1

	trait = impatient
	trait = compassionate
	trait = humble
	trait = education_stewardship_3

	6921.02.10 = {
	    birth = yes
	}
	7007.07.09 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez56 = {
	name = Rakhoh
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez40
	mother = lineofmentarez54

	sexuality = heterosexual

	diplomacy = 3
	martial = 10
	stewardship = 7
	intrigue = 1
	learning = 3
	prowess = 3

	trait = brave
	trait = paranoid
	trait = ambitious
	trait = education_martial_4

	6921.04.12 = {
	    birth = yes
	}
	7008.02.07 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez57 = {
	name = Tabendeh
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez39
	mother = lineofmentarez45

	sexuality = heterosexual

	diplomacy = 7
	martial = 5
	stewardship = 4
	intrigue = 7
	learning = 3
	prowess = 1

	trait = gluttonous
	trait = arbitrary
	trait = vengeful
	trait = education_diplomacy_3

	6922.07.08 = {
	    birth = yes
	}
	6986.04.13 = {  
	    death = { death_reason = death_accident }
	}
}

lineoftarimez58 = {
	name = Khordad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez40
	mother = lineofmentarez54

	sexuality = heterosexual

	diplomacy = 5
	martial = 1
	stewardship = 2
	intrigue = 4
	learning = 4
	prowess = 3

	trait = gluttonous
	trait = content
	trait = chaste
	trait = education_intrigue_3

	6922.08.07 = {
	    birth = yes
	}
	7003.10.11 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez59 = {
	name = Shergir
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	mother = lineoftarimez43

	sexuality = heterosexual

	diplomacy = 5
	martial = 5
	stewardship = 4
	intrigue = 2
	learning = 2
	prowess = 8

	trait = bastard

	trait = gluttonous
	trait = sadistic
	trait = eccentric
	trait = education_diplomacy_4

	6923.05.05 = {
	    birth = yes
	}
	7012.06.09 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez60 = {
	name = Adarfiroz
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez23
	mother = lineoftarimez26

	sexuality = heterosexual

	diplomacy = 6
	martial = 3
	stewardship = 8
	intrigue = 8
	learning = 3
	prowess = 6

	trait = brave
	trait = lazy
	trait = eccentric
	trait = education_learning_4

	6925.01.15 = {
	    birth = yes
	}
	6999.11.22 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez61 = {
	name = Nekchehr
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez23
	mother = lineoftarimez26

	sexuality = heterosexual

	diplomacy = 3
	martial = 7
	stewardship = 7
	intrigue = 1
	learning = 3
	prowess = 3

	trait = patient
	trait = honest
	trait = lazy
	trait = education_diplomacy_1

	6926.12.06 = {
	    birth = yes
	}
	6976.06.18 = {  
	    death = { death_reason = death_murder }
	}
}

lineoftarimez62 = {
	name = Azadchehr
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez23
	mother = lineoftarimez26

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 5
	intrigue = 4
	learning = 4
	prowess = 5

	trait = lustful
	trait = craven
	trait = arrogant
	trait = education_martial_3

	6927.04.15 = {
	    birth = yes
	}
	7014.09.22 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez63 = {
	name = Arash
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez47
	mother = lineofmentarez58

	sexuality = heterosexual

	diplomacy = 5
	martial = 1
	stewardship = 5
	intrigue = 4
	learning = 5
	prowess = 4

	trait = callous
	trait = honest
	trait = humble
	trait = education_intrigue_3

	6935.01.14 = {
	    birth = yes
	}
	6957.01.12 = {  # Married at age 21
	    add_spouse = lineofesrecarzen49
	}
	7026.04.16 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez64 = {
	name = Parvana
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez47
	mother = lineofmentarez58

	sexuality = heterosexual

	diplomacy = 1
	martial = 4
	stewardship = 6
	intrigue = 7
	learning = 3
	prowess = 3

	trait = trusting
	trait = arbitrary
	trait = humble
	trait = education_stewardship_2

	6936.05.17 = {
	    birth = yes
	}
	7024.11.10 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez65 = {
	name = Nekbakht
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez47
	mother = lineofmentarez58

	sexuality = heterosexual

	diplomacy = 4
	martial = 1
	stewardship = 5
	intrigue = 6
	learning = 7
	prowess = 5

	trait = diligent
	trait = arbitrary
	trait = paranoid
	trait = education_intrigue_2

	6937.05.22 = {
	    birth = yes
	}
	7005.10.24 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez66 = {
	name = Vishnasp
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez52
	mother = lineofesrecarzen39

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 1
	intrigue = 9
	learning = 3
	prowess = 4

	trait = trusting
	trait = forgiving
	trait = zealous
	trait = education_intrigue_3

	6939.04.01 = {
	    birth = yes
	}
	6956.10.27 = {  
	    death = { death_reason = death_ill }
	}
}

lineoftarimez67 = {
	name = Gushtas
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez52
	mother = lineofesrecarzen39

	sexuality = heterosexual

	diplomacy = 8
	martial = 6
	stewardship = 5
	intrigue = 3
	learning = 3
	prowess = 3

	trait = shy
	trait = sadistic
	trait = cynical
	trait = education_diplomacy_4

	6940.08.06 = {
	    birth = yes
	}
	6942.07.28 = {  
	    death = { death_reason = death_ill }
	}
}

lineoftarimez68 = {
	name = Amavand
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez52
	mother = lineofesrecarzen39

	sexuality = heterosexual

	diplomacy = 1
	martial = 5
	stewardship = 6
	intrigue = 2
	learning = 2
	prowess = 6

	trait = callous
	trait = eccentric
	trait = generous
	trait = education_stewardship_4

	6941.08.07 = {
	    birth = yes
	}
	6965.01.19 = {  # Married at age 23
	    add_spouse = lineoftarimez74
	}
	7023.08.07 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez69 = {
	name = Khorushasp
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez53
	mother = lineoftarimez61

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 7
	intrigue = 3
	learning = 2
	prowess = 4

	trait = gregarious
	trait = wrathful
	trait = content
	trait = education_martial_2

	6943.09.04 = {
	    birth = yes
	}
	6975.10.16 = {  # Married at age 32
	    add_spouse = lineofmentarez70
	}
	7028.08.13 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez70 = {
	name = Tahmasp
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez54
	mother = lineofmentarez61

	sexuality = heterosexual

	diplomacy = 3
	martial = 6
	stewardship = 3
	intrigue = 6
	learning = 2
	prowess = 6

	trait = sadistic
	trait = brave
	trait = ambitious
	trait = education_stewardship_1

	6944.11.03 = {
	    birth = yes
	}
	6963.11.18 = {  # Married at age 19
	    add_spouse = lineoftarimez71
	}
	7028.02.14 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez71 = {
	name = Khushnawaz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez53
	mother = lineoftarimez61

	sexuality = heterosexual

	diplomacy = 3
	martial = 7
	stewardship = 4
	intrigue = 1
	learning = 8
	prowess = 6

	trait = craven
	trait = vengeful
	trait = shy
	trait = education_martial_2

	6944.06.01 = {
	    birth = yes
	}
	7019.02.21 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez72 = {
	name = Urvakhsha
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez54
	mother = lineofmentarez61

	sexuality = heterosexual

	diplomacy = 8
	martial = 9
	stewardship = 6
	intrigue = 3
	learning = 1
	prowess = 3

	trait = temperate
	trait = compassionate
	trait = content
	trait = education_stewardship_2

	6945.11.26 = {
	    birth = yes
	}
	6967.08.07 = {  # Married at age 21
	    add_spouse = lineofvisnarmaken78
	}
	7027.12.11 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineoftarimez73 = {
	name = Delnavaz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez53
	mother = lineoftarimez61

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 6
	intrigue = 1
	learning = 2
	prowess = 3

	trait = brave
	trait = deceitful
	trait = vengeful
	trait = education_stewardship_2

	6945.11.06 = {
	    birth = yes
	}
	6955.05.25 = {  
	    death = { death_reason = death_ill }
	}
}

lineoftarimez74 = {
	name = Gulafruz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez54
	mother = lineofmentarez61

	sexuality = heterosexual

	diplomacy = 1
	martial = 5
	stewardship = 4
	intrigue = 6
	learning = 2
	prowess = 6

	trait = humble
	trait = brave
	trait = calm
	trait = education_martial_3

	6946.08.18 = {
	    birth = yes
	}
	6990.07.21 = {  
	    death = { death_reason = death_cancer }
	}
}

lineoftarimez75 = {
	name = Delawar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez63
	mother = lineofesrecarzen49

	sexuality = heterosexual

	diplomacy = 3
	martial = 3
	stewardship = 5
	intrigue = 4
	learning = 5
	prowess = 2

	trait = cynical
	trait = greedy
	trait = vengeful
	trait = education_learning_2

	6957.06.14 = {
	    birth = yes
	}
	6975.02.10 = {  # Married at age 17
	    add_spouse = lineofesrecarzen57
	}
}

lineoftarimez76 = {
	name = Sherfiruz
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez63
	mother = lineofesrecarzen49

	sexuality = heterosexual

	diplomacy = 4
	martial = 2
	stewardship = 3
	intrigue = 2
	learning = 5
	prowess = 5

	trait = generous
	trait = trusting
	trait = cynical
	trait = education_learning_2

	6958.09.16 = {
	    birth = yes
	}
}

lineoftarimez77 = {
	name = Roshan
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez63
	mother = lineofesrecarzen49

	sexuality = heterosexual

	diplomacy = 4
	martial = 2
	stewardship = 5
	intrigue = 7
	learning = 7
	prowess = 7

	trait = eccentric
	trait = honest
	trait = callous
	trait = education_learning_4

	6959.06.27 = {
	    birth = yes
	}
	6960.12.01 = {  
	    death = { death_reason = death_ill }
	}
}

lineoftarimez78 = {
	name = Urvatatnara
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez70
	mother = lineoftarimez71

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 3
	intrigue = 4
	learning = 6
	prowess = 5

	trait = gluttonous
	trait = craven
	trait = paranoid
	trait = education_intrigue_1

	6963.02.12 = {
	    birth = yes
	}
	6984.10.23 = {  # Married at age 21
	    add_spouse = lineoftarimez85
	}
}

lineoftarimez79 = {
	name = Azarmidokht
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez70
	mother = lineoftarimez71

	sexuality = heterosexual

	diplomacy = 2
	martial = 7
	stewardship = 3
	intrigue = 3
	learning = 5
	prowess = 4

	trait = temperate
	trait = patient
	trait = calm
	trait = education_martial_1

	6964.11.18 = {
	    birth = yes
	}
	7020.10.17 = {  
	    death = { death_reason = death_accident }
	}
}

lineoftarimez80 = {
	name = Banugul
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez70
	mother = lineoftarimez71

	sexuality = heterosexual

	diplomacy = 3
	martial = 3
	stewardship = 4
	intrigue = 5
	learning = 6
	prowess = 2

	trait = brave
	trait = calm
	trait = sadistic
	trait = education_stewardship_4

	6965.03.14 = {
	    birth = yes
	}
}

lineoftarimez81 = {
	name = Zirakzadeh
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez68
	mother = lineoftarimez74

	sexuality = heterosexual

	diplomacy = 3
	martial = 3
	stewardship = 6
	intrigue = 4
	learning = 3
	prowess = 4

	trait = sadistic
	trait = diligent
	trait = temperate
	trait = education_stewardship_2

	6965.05.07 = {
	    birth = yes
	}
}

lineoftarimez82 = {
	name = Delara
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez68
	mother = lineoftarimez74

	sexuality = heterosexual

	diplomacy = 4
	martial = 2
	stewardship = 6
	intrigue = 4
	learning = 6
	prowess = 4

	trait = gregarious
	trait = ambitious
	trait = callous
	trait = education_learning_2

	6966.11.28 = {
	    birth = yes
	}
	6973.02.26 = {  
	    death = { death_reason = death_ill }
	}
}

lineoftarimez83 = {
	name = Artdokht
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_tarimez
	father = lineoftarimez68
	mother = lineoftarimez74

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 3
	intrigue = 5
	learning = 3
	prowess = 5

	trait = ambitious
	trait = just
	trait = zealous
